category,Heart Rate,seconds_count,label,date_of_sleep,asleep_seconds,awake_seconds,light_seconds,deep_seconds,rem_seconds,time_hours,time_minutes,time_seconds
deep,73.0,360,,2022-09-24,28830,450,18900,2460,7470,0,36,0
light,73.0,300,,2022-09-24,28830,450,18900,2460,7470,0,42,0
deep,73.0,1050,,2022-09-24,28830,450,18900,2460,7470,0,47,0
light,72.0,600,,2022-09-24,28830,450,18900,2460,7470,1,5,0
rem,68.0,1080,,2022-09-24,28830,450,18900,2460,7470,1,15,0
light,62.0,2610,,2022-09-24,28830,450,18900,2460,7470,1,33,0
deep,66.0,750,,2022-09-24,28830,450,18900,2460,7470,2,16,0
light,63.0,600,,2022-09-24,28830,450,18900,2460,7470,2,29,0
deep,63.0,120,,2022-09-24,28830,450,18900,2460,7470,2,39,0
light,63.0,90,,2022-09-24,28830,450,18900,2460,7470,2,41,0
awake,58.0,30,,2022-09-24,28830,450,18900,2460,7470,2,42,0
light,58.0,420,,2022-09-24,28830,450,18900,2460,7470,2,43,0
rem,59.0,1860,,2022-09-24,28830,450,18900,2460,7470,2,50,0
light,59.0,4140,,2022-09-24,28830,450,18900,2460,7470,3,21,0
rem,56.0,1200,,2022-09-24,28830,450,18900,2460,7470,4,30,0
awake,55.0,60,,2022-09-24,28830,450,18900,2460,7470,4,50,0
light,55.0,60,,2022-09-24,28830,450,18900,2460,7470,4,51,0
rem,55.0,780,,2022-09-24,28830,450,18900,2460,7470,4,52,0
light,59.0,3870,,2022-09-24,28830,450,18900,2460,7470,5,5,0
rem,59.0,1050,,2022-09-24,28830,450,18900,2460,7470,6,9,0
light,58.0,60,,2022-09-24,28830,450,18900,2460,7470,6,27,0
rem,58.0,1500,,2022-09-24,28830,450,18900,2460,7470,6,28,0
light,60.0,1560,,2022-09-24,28830,450,18900,2460,7470,6,53,0
awake,63.0,60,,2022-09-24,28830,450,18900,2460,7470,7,19,0
light,63.0,300,,2022-09-24,28830,450,18900,2460,7470,7,20,0
light,66.0,150,,2022-09-24,28830,450,18900,2460,7470,23,21,0
awake,66.0,120,,2022-09-24,28830,450,18900,2460,7470,23,24,0
light,66.0,90,,2022-09-24,28830,450,18900,2460,7470,23,26,0
awake,66.0,60,,2022-09-24,28830,450,18900,2460,7470,23,27,0
light,66.0,2670,,2022-09-24,28830,450,18900,2460,7470,23,28,0
awake,59.0,90,,2022-09-25,23910,1050,16920,1050,5940,0,13,0
light,59.0,3240,,2022-09-25,23910,1050,16920,1050,5940,0,14,0
rem,59.0,2130,,2022-09-25,23910,1050,16920,1050,5940,1,8,0
light,60.0,1470,,2022-09-25,23910,1050,16920,1050,5940,1,44,0
deep,60.0,1050,,2022-09-25,23910,1050,16920,1050,5940,2,8,0
light,62.0,4500,,2022-09-25,23910,1050,16920,1050,5940,2,26,0
rem,59.0,30,,2022-09-25,23910,1050,16920,1050,5940,3,41,0
light,59.0,360,,2022-09-25,23910,1050,16920,1050,5940,3,41,0
rem,58.0,1710,,2022-09-25,23910,1050,16920,1050,5940,3,47,0
light,58.0,3450,,2022-09-25,23910,1050,16920,1050,5940,4,16,0
rem,57.0,90,,2022-09-25,23910,1050,16920,1050,5940,5,13,0
light,57.0,90,,2022-09-25,23910,1050,16920,1050,5940,5,15,0
rem,55.0,60,,2022-09-25,23910,1050,16920,1050,5940,5,16,0
light,55.0,570,,2022-09-25,23910,1050,16920,1050,5940,5,17,0
rem,58.626,720,,2022-09-25,23910,1050,16920,1050,5940,5,27,0
awake,58.0,60,,2022-09-25,23910,1050,16920,1050,5940,5,39,0
rem,58.0,120,,2022-09-25,23910,1050,16920,1050,5940,5,40,0
awake,58.0,600,,2022-09-25,23910,1050,16920,1050,5940,5,42,0
light,59.0,3060,,2022-09-25,23910,1050,16920,1050,5940,5,52,0
rem,61.0,900,,2022-09-25,23910,1050,16920,1050,5940,6,43,0
awake,64.0,300,,2022-09-25,23910,1050,16920,1050,5940,6,58,0
light,57.0,180,,2022-09-25,23910,1050,16920,1050,5940,7,3,0
rem,57.0,180,,2022-09-25,23910,1050,16920,1050,5940,7,6,0
light,72.0,1200,,2022-09-26,24240,630,17790,3000,3450,0,9,0
deep,75.0,1080,,2022-09-26,24240,630,17790,3000,3450,0,29,0
light,75.0,4440,,2022-09-26,24240,630,17790,3000,3450,0,47,0
deep,71.0,1530,,2022-09-26,24240,630,17790,3000,3450,2,1,0
light,70.0,2310,,2022-09-26,24240,630,17790,3000,3450,2,26,0
rem,61.0,900,,2022-09-26,24240,630,17790,3000,3450,3,5,0
awake,62.0,60,,2022-09-26,24240,630,17790,3000,3450,3,20,0
light,62.0,150,,2022-09-26,24240,630,17790,3000,3450,3,21,0
rem,62.0,1170,,2022-09-26,24240,630,17790,3000,3450,3,23,0
light,62.0,1770,,2022-09-26,24240,630,17790,3000,3450,3,43,0
deep,61.0,390,,2022-09-26,24240,630,17790,3000,3450,4,12,0
light,60.0,150,,2022-09-26,24240,630,17790,3000,3450,4,19,0
awake,60.0,90,,2022-09-26,24240,630,17790,3000,3450,4,21,0
light,60.0,3060,,2022-09-26,24240,630,17790,3000,3450,4,23,0
awake,60.0,120,,2022-09-26,24240,630,17790,3000,3450,5,14,0
light,60.0,1200,,2022-09-26,24240,630,17790,3000,3450,5,16,0
rem,60.0,1380,,2022-09-26,24240,630,17790,3000,3450,5,36,0
light,58.0,2610,,2022-09-26,24240,630,17790,3000,3450,5,59,0
awake,63.0,60,,2022-09-26,24240,630,17790,3000,3450,6,42,0
light,63.0,360,,2022-09-26,24240,630,17790,3000,3450,6,43,0
awake,59.0,120,,2022-09-26,24240,630,17790,3000,3450,6,49,0
light,59.0,360,,2022-09-26,24240,630,17790,3000,3450,6,51,0
awake,59.0,180,,2022-09-26,24240,630,17790,3000,3450,6,57,0
light,58.0,180,,2022-09-26,24240,630,17790,3000,3450,7,0,0
light,64.0,930,,2022-09-27,24060,2070,18030,2190,3840,0,51,0
deep,69.0,510,,2022-09-27,24060,2070,18030,2190,3840,1,7,0
light,63.0,1590,,2022-09-27,24060,2070,18030,2190,3840,1,15,0
awake,68.0,30,,2022-09-27,24060,2070,18030,2190,3840,1,42,0
light,68.0,1140,,2022-09-27,24060,2070,18030,2190,3840,1,42,0
deep,72.0,540,,2022-09-27,24060,2070,18030,2190,3840,2,1,0
light,72.0,1080,,2022-09-27,24060,2070,18030,2190,3840,2,10,0
rem,64.0,420,,2022-09-27,24060,2070,18030,2190,3840,2,28,0
awake,70.0,30,,2022-09-27,24060,2070,18030,2190,3840,2,35,0
rem,70.0,1530,,2022-09-27,24060,2070,18030,2190,3840,2,36,0
light,61.0,1200,,2022-09-27,24060,2070,18030,2190,3840,3,1,0
awake,69.0,1200,,2022-09-27,24060,2070,18030,2190,3840,3,21,0
light,64.0,60,,2022-09-27,24060,2070,18030,2190,3840,3,41,0
awake,64.0,120,,2022-09-27,24060,2070,18030,2190,3840,3,42,0
light,62.0,1380,,2022-09-27,24060,2070,18030,2190,3840,3,44,0
deep,68.0,960,,2022-09-27,24060,2070,18030,2190,3840,4,7,0
light,62.0,1710,,2022-09-27,24060,2070,18030,2190,3840,4,23,0
rem,61.0,60,,2022-09-27,24060,2070,18030,2190,3840,4,52,0
light,62.0,180,,2022-09-27,24060,2070,18030,2190,3840,4,53,0
rem,62.0,1740,,2022-09-27,24060,2070,18030,2190,3840,4,56,0
light,65.0,2250,,2022-09-27,24060,2070,18030,2190,3840,5,25,0
awake,68.0,180,,2022-09-27,24060,2070,18030,2190,3840,6,2,0
light,65.0,120,,2022-09-27,24060,2070,18030,2190,3840,6,5,0
awake,65.0,120,,2022-09-27,24060,2070,18030,2190,3840,6,7,0
light,65.0,840,,2022-09-27,24060,2070,18030,2190,3840,6,9,0
rem,66.0,90,,2022-09-27,24060,2070,18030,2190,3840,6,23,0
awake,66.0,240,,2022-09-27,24060,2070,18030,2190,3840,6,25,0
light,66.0,990,,2022-09-27,24060,2070,18030,2190,3840,6,29,0
awake,63.0,90,,2022-09-27,24060,2070,18030,2190,3840,6,45,0
light,63.0,2070,,2022-09-27,24060,2070,18030,2190,3840,6,47,0
awake,66.0,60,,2022-09-27,24060,2070,18030,2190,3840,7,21,0
light,63.0,2490,,2022-09-27,24060,2070,18030,2190,3840,7,22,0
deep,68.0,180,,2022-09-27,24060,2070,18030,2190,3840,8,4,0
light,64.0,90,,2022-09-28,24720,750,14400,2970,7350,0,6,0
awake,64.0,300,,2022-09-28,24720,750,14400,2970,7350,0,7,0
light,67.0,870,,2022-09-28,24720,750,14400,2970,7350,0,12,0
deep,61.0,1380,,2022-09-28,24720,750,14400,2970,7350,0,27,0
light,66.0,2550,,2022-09-28,24720,750,14400,2970,7350,0,50,0
rem,76.0,2910,,2022-09-28,24720,750,14400,2970,7350,1,32,0
light,62.0,900,,2022-09-28,24720,750,14400,2970,7350,2,21,0
deep,64.0,1590,,2022-09-28,24720,750,14400,2970,7350,2,36,0
light,68.0,120,,2022-09-28,24720,750,14400,2970,7350,3,2,0
awake,62.0,60,,2022-09-28,24720,750,14400,2970,7350,3,4,0
light,62.0,900,,2022-09-28,24720,750,14400,2970,7350,3,5,0
awake,61.0,90,,2022-09-28,24720,750,14400,2970,7350,3,20,0
light,61.0,2010,,2022-09-28,24720,750,14400,2970,7350,3,22,0
rem,62.0,540,,2022-09-28,24720,750,14400,2970,7350,3,55,0
awake,63.0,60,,2022-09-28,24720,750,14400,2970,7350,4,4,0
light,63.0,180,,2022-09-28,24720,750,14400,2970,7350,4,5,0
rem,66.0,60,,2022-09-28,24720,750,14400,2970,7350,4,8,0
light,66.0,3360,,2022-09-28,24720,750,14400,2970,7350,4,9,0
awake,64.0,30,,2022-09-28,24720,750,14400,2970,7350,5,5,0
light,64.0,510,,2022-09-28,24720,750,14400,2970,7350,5,6,0
rem,60.0,2910,,2022-09-28,24720,750,14400,2970,7350,5,14,0
light,61.0,210,,2022-09-28,24720,750,14400,2970,7350,6,3,0
rem,61.0,600,,2022-09-28,24720,750,14400,2970,7350,6,6,0
light,63.0,90,,2022-09-28,24720,750,14400,2970,7350,6,16,0
rem,60.0,330,,2022-09-28,24720,750,14400,2970,7350,6,18,0
light,60.0,2490,,2022-09-28,24720,750,14400,2970,7350,6,23,0
awake,63.0,210,,2022-09-28,24720,750,14400,2970,7350,7,5,0
light,63.0,120,,2022-09-28,24720,750,14400,2970,7350,7,8,0
light,66.0,1110,,2022-09-29,25380,240,18900,2850,3630,0,6,0
deep,67.0,330,,2022-09-29,25380,240,18900,2850,3630,0,25,0
light,62.0,1050,,2022-09-29,25380,240,18900,2850,3630,0,30,0
deep,66.0,600,,2022-09-29,25380,240,18900,2850,3630,0,48,0
light,66.0,1680,,2022-09-29,25380,240,18900,2850,3630,0,58,0
awake,64.0,90,,2022-09-29,25380,240,18900,2850,3630,1,26,0
light,64.0,1440,,2022-09-29,25380,240,18900,2850,3630,1,27,0
deep,65.0,480,,2022-09-29,25380,240,18900,2850,3630,1,51,0
light,63.0,660,,2022-09-29,25380,240,18900,2850,3630,1,59,0
deep,63.0,780,,2022-09-29,25380,240,18900,2850,3630,2,10,0
light,62.0,810,,2022-09-29,25380,240,18900,2850,3630,2,23,0
deep,63.0,120,,2022-09-29,25380,240,18900,2850,3630,2,37,0
light,63.0,2880,,2022-09-29,25380,240,18900,2850,3630,2,39,0
rem,60.7124,1350,,2022-09-29,25380,240,18900,2850,3630,3,27,0
light,61.0,1740,,2022-09-29,25380,240,18900,2850,3630,3,49,0
deep,62.0,540,,2022-09-29,25380,240,18900,2850,3630,4,18,0
light,61.0,1860,,2022-09-29,25380,240,18900,2850,3630,4,27,0
rem,62.0,630,,2022-09-29,25380,240,18900,2850,3630,4,58,0
light,71.0,1500,,2022-09-29,25380,240,18900,2850,3630,5,9,0
rem,59.0,1290,,2022-09-29,25380,240,18900,2850,3630,5,34,0
light,60.0,3300,,2022-09-29,25380,240,18900,2850,3630,5,55,0
awake,53.0,30,,2022-09-29,25380,240,18900,2850,3630,6,50,0
light,53.0,810,,2022-09-29,25380,240,18900,2850,3630,6,51,0
awake,62.0,120,,2022-09-29,25380,240,18900,2850,3630,7,4,0
light,62.0,60,,2022-09-29,25380,240,18900,2850,3630,7,6,0
rem,59.0,360,,2022-09-29,25380,240,18900,2850,3630,7,7,0
light,72.0,270,,2022-09-30,24930,420,15510,3600,5820,0,15,0
awake,64.0,120,,2022-09-30,24930,420,15510,3600,5820,0,19,0
light,60.0,900,,2022-09-30,24930,420,15510,3600,5820,0,21,0
deep,63.0,450,,2022-09-30,24930,420,15510,3600,5820,0,36,0
awake,63.0,30,,2022-09-30,24930,420,15510,3600,5820,0,44,0
light,63.0,420,,2022-09-30,24930,420,15510,3600,5820,0,44,0
deep,68.0,780,,2022-09-30,24930,420,15510,3600,5820,0,51,0
light,68.0,180,,2022-09-30,24930,420,15510,3600,5820,1,4,0
deep,68.0,1200,,2022-09-30,24930,420,15510,3600,5820,1,7,0
light,60.0,2520,,2022-09-30,24930,420,15510,3600,5820,1,27,0
rem,59.0,1980,,2022-09-30,24930,420,15510,3600,5820,2,9,0
light,57.0,1680,,2022-09-30,24930,420,15510,3600,5820,2,42,0
deep,64.0,570,,2022-09-30,24930,420,15510,3600,5820,3,10,0
light,61.0,1950,,2022-09-30,24930,420,15510,3600,5820,3,20,0
rem,58.0,30,,2022-09-30,24930,420,15510,3600,5820,3,52,0
light,58.0,120,,2022-09-30,24930,420,15510,3600,5820,3,53,0
rem,58.0,1170,,2022-09-30,24930,420,15510,3600,5820,3,55,0
light,70.0,90,,2022-09-30,24930,420,15510,3600,5820,4,14,0
rem,70.0,30,,2022-09-30,24930,420,15510,3600,5820,4,16,0
light,70.0,30,,2022-09-30,24930,420,15510,3600,5820,4,16,0
awake,57.0,30,,2022-09-30,24930,420,15510,3600,5820,4,17,0
light,57.0,1380,,2022-09-30,24930,420,15510,3600,5820,4,17,0
rem,57.0,630,,2022-09-30,24930,420,15510,3600,5820,4,40,0
awake,57.0,90,,2022-09-30,24930,420,15510,3600,5820,4,51,0
light,57.0,2880,,2022-09-30,24930,420,15510,3600,5820,4,52,0
deep,62.0,600,,2022-09-30,24930,420,15510,3600,5820,5,40,0
light,59.0,1080,,2022-09-30,24930,420,15510,3600,5820,5,50,0
rem,56.0,30,,2022-09-30,24930,420,15510,3600,5820,6,8,0
light,56.0,120,,2022-09-30,24930,420,15510,3600,5820,6,9,0
rem,58.0,90,,2022-09-30,24930,420,15510,3600,5820,6,11,0
light,58.0,90,,2022-09-30,24930,420,15510,3600,5820,6,12,0
rem,58.0,60,,2022-09-30,24930,420,15510,3600,5820,6,14,0
light,58.0,90,,2022-09-30,24930,420,15510,3600,5820,6,15,0
rem,60.0,1650,,2022-09-30,24930,420,15510,3600,5820,6,16,0
light,58.0,90,,2022-09-30,24930,420,15510,3600,5820,6,44,0
rem,58.0,150,,2022-09-30,24930,420,15510,3600,5820,6,45,0
light,59.0,960,,2022-09-30,24930,420,15510,3600,5820,6,48,0
awake,61.0,60,,2022-09-30,24930,420,15510,3600,5820,7,4,0
light,61.0,450,,2022-09-30,24930,420,15510,3600,5820,7,5,0
awake,59.0,90,,2022-09-30,24930,420,15510,3600,5820,7,12,0
light,59.0,210,,2022-09-30,24930,420,15510,3600,5820,7,14,0
light,61.0,420,,2022-10-01,26610,1080,19320,2610,4680,0,22,0
awake,61.0,180,,2022-10-01,26610,1080,19320,2610,4680,0,29,0
light,60.0,450,,2022-10-01,26610,1080,19320,2610,4680,0,32,0
awake,59.0,90,,2022-10-01,26610,1080,19320,2610,4680,0,40,0
light,56.0,1650,,2022-10-01,26610,1080,19320,2610,4680,0,41,0
deep,60.0,2610,,2022-10-01,26610,1080,19320,2610,4680,1,9,0
light,62.0,120,,2022-10-01,26610,1080,19320,2610,4680,1,52,0
awake,62.0,90,,2022-10-01,26610,1080,19320,2610,4680,1,54,0
light,60.0,450,,2022-10-01,26610,1080,19320,2610,4680,1,56,0
rem,62.0,450,,2022-10-01,26610,1080,19320,2610,4680,2,3,0
light,59.0,150,,2022-10-01,26610,1080,19320,2610,4680,2,11,0
awake,59.0,120,,2022-10-01,26610,1080,19320,2610,4680,2,13,0
light,61.0,4830,,2022-10-01,26610,1080,19320,2610,4680,2,15,0
rem,60.0,390,,2022-10-01,26610,1080,19320,2610,4680,3,36,0
awake,59.0,60,,2022-10-01,26610,1080,19320,2610,4680,3,42,0
light,59.0,30,,2022-10-01,26610,1080,19320,2610,4680,3,43,0
rem,59.0,300,,2022-10-01,26610,1080,19320,2610,4680,3,44,0
light,61.0,390,,2022-10-01,26610,1080,19320,2610,4680,3,49,0
rem,57.0,1650,,2022-10-01,26610,1080,19320,2610,4680,3,55,0
light,58.0,4230,,2022-10-01,26610,1080,19320,2610,4680,4,23,0
rem,60.0,270,,2022-10-01,26610,1080,19320,2610,4680,5,33,0
awake,58.0,120,,2022-10-01,26610,1080,19320,2610,4680,5,38,0
light,58.0,120,,2022-10-01,26610,1080,19320,2610,4680,5,40,0
awake,59.0,30,,2022-10-01,26610,1080,19320,2610,4680,5,42,0
light,59.0,90,,2022-10-01,26610,1080,19320,2610,4680,5,42,0
awake,59.0,120,,2022-10-01,26610,1080,19320,2610,4680,5,44,0
light,59.0,2850,,2022-10-01,26610,1080,19320,2610,4680,5,46,0
rem,59.0,1170,,2022-10-01,26610,1080,19320,2610,4680,6,33,0
awake,69.0,120,,2022-10-01,26610,1080,19320,2610,4680,6,53,0
light,69.0,210,,2022-10-01,26610,1080,19320,2610,4680,6,55,0
rem,62.0,450,,2022-10-01,26610,1080,19320,2610,4680,6,58,0
awake,60.0,150,,2022-10-01,26610,1080,19320,2610,4680,7,6,0
light,60.0,2580,,2022-10-01,26610,1080,19320,2610,4680,7,8,0
light,56.0,750,,2022-10-01,26610,1080,19320,2610,4680,23,51,0
deep,54.0,60,,2022-10-02,25410,2400,17010,3330,5070,0,4,0
light,54.0,210,,2022-10-02,25410,2400,17010,3330,5070,0,5,0
deep,54.0,330,,2022-10-02,25410,2400,17010,3330,5070,0,8,0
light,54.0,360,,2022-10-02,25410,2400,17010,3330,5070,0,14,0
deep,59.0,90,,2022-10-02,25410,2400,17010,3330,5070,0,20,0
light,53.0,420,,2022-10-02,25410,2400,17010,3330,5070,0,21,0
deep,55.0,1140,,2022-10-02,25410,2400,17010,3330,5070,0,28,0
awake,54.0,60,,2022-10-02,25410,2400,17010,3330,5070,0,47,0
light,54.0,480,,2022-10-02,25410,2400,17010,3330,5070,0,48,0
rem,62.0,810,,2022-10-02,25410,2400,17010,3330,5070,0,56,0
light,58.0,1410,,2022-10-02,25410,2400,17010,3330,5070,1,10,0
deep,60.0,780,,2022-10-02,25410,2400,17010,3330,5070,1,33,0
light,61.0,960,,2022-10-02,25410,2400,17010,3330,5070,1,46,0
awake,57.0,30,,2022-10-02,25410,2400,17010,3330,5070,2,2,0
light,57.0,630,,2022-10-02,25410,2400,17010,3330,5070,2,3,0
awake,59.0,60,,2022-10-02,25410,2400,17010,3330,5070,2,13,0
light,59.0,1980,,2022-10-02,25410,2400,17010,3330,5070,2,14,0
awake,58.0,90,,2022-10-02,25410,2400,17010,3330,5070,2,47,0
light,56.0,210,,2022-10-02,25410,2400,17010,3330,5070,2,49,0
awake,56.0,1620,,2022-10-02,25410,2400,17010,3330,5070,2,52,0
light,56.0,450,,2022-10-02,25410,2400,17010,3330,5070,3,19,0
awake,59.0,330,,2022-10-02,25410,2400,17010,3330,5070,3,27,0
light,60.0,870,,2022-10-02,25410,2400,17010,3330,5070,3,32,0
rem,72.0,900,,2022-10-02,25410,2400,17010,3330,5070,3,47,0
awake,63.0,150,,2022-10-02,25410,2400,17010,3330,5070,4,2,0
light,58.0,1980,,2022-10-02,25410,2400,17010,3330,5070,4,4,0
deep,60.0,240,,2022-10-02,25410,2400,17010,3330,5070,4,37,0
light,61.0,60,,2022-10-02,25410,2400,17010,3330,5070,4,41,0
awake,61.0,30,,2022-10-02,25410,2400,17010,3330,5070,4,42,0
light,61.0,1200,,2022-10-02,25410,2400,17010,3330,5070,4,43,0
deep,61.0,690,,2022-10-02,25410,2400,17010,3330,5070,5,3,0
light,60.0,660,,2022-10-02,25410,2400,17010,3330,5070,5,14,0
rem,61.0,1620,,2022-10-02,25410,2400,17010,3330,5070,5,25,0
awake,58.0,30,,2022-10-02,25410,2400,17010,3330,5070,5,52,0
light,58.0,3330,,2022-10-02,25410,2400,17010,3330,5070,5,53,0
rem,59.0,1710,,2022-10-02,25410,2400,17010,3330,5070,6,48,0
light,56.0,90,,2022-10-02,25410,2400,17010,3330,5070,7,17,0
rem,56.0,30,,2022-10-02,25410,2400,17010,3330,5070,7,18,0
light,56.0,1710,,2022-10-02,25410,2400,17010,3330,5070,7,19,0
light,79.0,1230,,2022-10-03,27180,900,20040,1800,5340,0,30,0
deep,71.0,600,,2022-10-03,27180,900,20040,1800,5340,0,51,0
light,71.0,2160,,2022-10-03,27180,900,20040,1800,5340,1,1,0
awake,63.0,60,,2022-10-03,27180,900,20040,1800,5340,1,37,0
light,63.0,480,,2022-10-03,27180,900,20040,1800,5340,1,38,0
rem,73.0,1620,,2022-10-03,27180,900,20040,1800,5340,1,46,0
light,73.0,1530,,2022-10-03,27180,900,20040,1800,5340,2,13,0
deep,75.0,1200,,2022-10-03,27180,900,20040,1800,5340,2,38,0
awake,75.0,150,,2022-10-03,27180,900,20040,1800,5340,2,58,0
light,75.0,1410,,2022-10-03,27180,900,20040,1800,5340,3,1,0
rem,64.0,120,,2022-10-03,27180,900,20040,1800,5340,3,24,0
light,71.0,90,,2022-10-03,27180,900,20040,1800,5340,3,26,0
rem,71.0,150,,2022-10-03,27180,900,20040,1800,5340,3,28,0
light,67.0742,60,,2022-10-03,27180,900,20040,1800,5340,3,30,0
rem,66.0,210,,2022-10-03,27180,900,20040,1800,5340,3,31,0
light,66.0,1680,,2022-10-03,27180,900,20040,1800,5340,3,35,0
awake,66.0,30,,2022-10-03,27180,900,20040,1800,5340,4,3,0
light,66.0,2910,,2022-10-03,27180,900,20040,1800,5340,4,3,0
rem,66.0,450,,2022-10-03,27180,900,20040,1800,5340,4,52,0
awake,69.0,90,,2022-10-03,27180,900,20040,1800,5340,4,59,0
light,61.0,120,,2022-10-03,27180,900,20040,1800,5340,5,1,0
rem,61.0,600,,2022-10-03,27180,900,20040,1800,5340,5,3,0
light,67.0,660,,2022-10-03,27180,900,20040,1800,5340,5,13,0
awake,62.0,150,,2022-10-03,27180,900,20040,1800,5340,5,24,0
light,67.6665,3870,,2022-10-03,27180,900,20040,1800,5340,5,26,0
rem,62.0,2190,,2022-10-03,27180,900,20040,1800,5340,6,31,0
awake,60.0,330,,2022-10-03,27180,900,20040,1800,5340,7,7,0
light,61.0,3690,,2022-10-03,27180,900,20040,1800,5340,7,13,0
awake,63.0,90,,2022-10-03,27180,900,20040,1800,5340,8,14,0
light,63.0,150,,2022-10-03,27180,900,20040,1800,5340,8,16,0
light,66.0,480,,2022-10-04,23160,390,15750,3180,4230,0,24,0
awake,59.0,60,,2022-10-04,23160,390,15750,3180,4230,0,32,0
light,59.0,930,,2022-10-04,23160,390,15750,3180,4230,0,33,0
deep,62.0,1560,,2022-10-04,23160,390,15750,3180,4230,0,49,0
light,61.0,780,,2022-10-04,23160,390,15750,3180,4230,1,15,0
awake,64.8147,90,,2022-10-04,23160,390,15750,3180,4230,1,28,0
light,64.8147,210,,2022-10-04,23160,390,15750,3180,4230,1,29,0
rem,65.0,810,,2022-10-04,23160,390,15750,3180,4230,1,33,0
light,62.0,1290,,2022-10-04,23160,390,15750,3180,4230,1,46,0
deep,69.0,570,,2022-10-04,23160,390,15750,3180,4230,2,8,0
light,62.0,1170,,2022-10-04,23160,390,15750,3180,4230,2,17,0
awake,63.0,30,,2022-10-04,23160,390,15750,3180,4230,2,37,0
light,63.0,2880,,2022-10-04,23160,390,15750,3180,4230,2,37,0
deep,61.0,1050,,2022-10-04,23160,390,15750,3180,4230,3,25,0
light,60.0,60,,2022-10-04,23160,390,15750,3180,4230,3,43,0
awake,60.0,30,,2022-10-04,23160,390,15750,3180,4230,3,44,0
light,60.0,360,,2022-10-04,23160,390,15750,3180,4230,3,44,0
rem,61.0,630,,2022-10-04,23160,390,15750,3180,4230,3,50,0
awake,67.0,120,,2022-10-04,23160,390,15750,3180,4230,4,1,0
light,59.0,360,,2022-10-04,23160,390,15750,3180,4230,4,3,0
rem,62.0,1950,,2022-10-04,23160,390,15750,3180,4230,4,9,0
light,56.0,60,,2022-10-04,23160,390,15750,3180,4230,4,41,0
awake,56.0,30,,2022-10-04,23160,390,15750,3180,4230,4,42,0
light,56.0,5310,,2022-10-04,23160,390,15750,3180,4230,4,43,0
rem,60.0,600,,2022-10-04,23160,390,15750,3180,4230,6,11,0
light,57.0,90,,2022-10-04,23160,390,15750,3180,4230,6,21,0
rem,57.0,240,,2022-10-04,23160,390,15750,3180,4230,6,23,0
awake,56.0,30,,2022-10-04,23160,390,15750,3180,4230,6,27,0
light,56.0,1770,,2022-10-04,23160,390,15750,3180,4230,6,27,0
light,70.0,720,,2022-10-05,26430,1380,16950,3750,5730,0,12,0
deep,59.0,120,,2022-10-05,26430,1380,16950,3750,5730,0,24,0
light,59.0,390,,2022-10-05,26430,1380,16950,3750,5730,0,26,0
deep,61.0,1410,,2022-10-05,26430,1380,16950,3750,5730,0,33,0
light,59.0,870,,2022-10-05,26430,1380,16950,3750,5730,0,56,0
rem,61.0,810,,2022-10-05,26430,1380,16950,3750,5730,1,11,0
light,59.0,720,,2022-10-05,26430,1380,16950,3750,5730,1,24,0
awake,58.0,60,,2022-10-05,26430,1380,16950,3750,5730,1,36,0
light,60.0,690,,2022-10-05,26430,1380,16950,3750,5730,1,37,0
deep,60.0,1020,,2022-10-05,26430,1380,16950,3750,5730,1,49,0
light,59.0,30,,2022-10-05,26430,1380,16950,3750,5730,2,6,0
awake,59.0,30,,2022-10-05,26430,1380,16950,3750,5730,2,6,0
light,59.0,2070,,2022-10-05,26430,1380,16950,3750,5730,2,7,0
awake,58.0,1020,,2022-10-05,26430,1380,16950,3750,5730,2,41,0
light,57.0,1380,,2022-10-05,26430,1380,16950,3750,5730,2,58,0
rem,62.0,30,,2022-10-05,26430,1380,16950,3750,5730,3,21,0
light,62.0,150,,2022-10-05,26430,1380,16950,3750,5730,3,22,0
rem,56.0,180,,2022-10-05,26430,1380,16950,3750,5730,3,24,0
light,56.5748,90,,2022-10-05,26430,1380,16950,3750,5730,3,27,0
rem,56.5748,780,,2022-10-05,26430,1380,16950,3750,5730,3,29,0
light,57.0,2250,,2022-10-05,26430,1380,16950,3750,5730,3,42,0
deep,58.0,1200,,2022-10-05,26430,1380,16950,3750,5730,4,19,0
light,60.0,510,,2022-10-05,26430,1380,16950,3750,5730,4,39,0
rem,59.0,1740,,2022-10-05,26430,1380,16950,3750,5730,4,48,0
awake,58.0,60,,2022-10-05,26430,1380,16950,3750,5730,5,17,0
light,61.0,90,,2022-10-05,26430,1380,16950,3750,5730,5,18,0
rem,61.0,630,,2022-10-05,26430,1380,16950,3750,5730,5,19,0
light,59.0,3240,,2022-10-05,26430,1380,16950,3750,5730,5,30,0
awake,62.0,150,,2022-10-05,26430,1380,16950,3750,5730,6,24,0
light,62.0,60,,2022-10-05,26430,1380,16950,3750,5730,6,26,0
awake,59.0,60,,2022-10-05,26430,1380,16950,3750,5730,6,27,0
light,59.0,420,,2022-10-05,26430,1380,16950,3750,5730,6,28,0
rem,60.0,1560,,2022-10-05,26430,1380,16950,3750,5730,6,35,0
light,61.0,1590,,2022-10-05,26430,1380,16950,3750,5730,7,1,0
light,61.0,1680,,2022-10-05,26430,1380,16950,3750,5730,23,47,0
deep,65.0,300,,2022-10-06,23850,120,15900,2610,5340,0,15,0
